Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Driver,LapNumber,Team,Race,Session
2025-11-08 18:07:19.460,0 days 00:21:28.024000,,334.2366666666667,0 days 00:00:00,5133.95,46.85,1,0.0,False,8,interpolation,-0.05346318978556441,-1.3692841455641375e-05,OnTrack,-2604.53165880192,-8216.641430011126,-3.406672768188221e-65,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:19.528,0 days 00:21:28.092000,,334.2366666666667,0 days 00:00:00.068000,5043.0,46.0,1,0.0,False,8,car,0.8177777777777782,0.00020944693913645536,OnTrack,-2601.368447666934,-8219.838522200296,-8.026757895756476e-65,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:19.808,0 days 00:21:28.372000,30,334.2366666666667,0 days 00:00:00.348000,4224.0,46.0,1,0.0,False,8,car,4.395555555555555,0.0011257772978584468,OnTrack,-2582.0028999865262,-8235.464978879114,-4.832035226590351e-65,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:19.863,0 days 00:21:28.427000,30,335.32139015111113,0 days 00:00:00.403000,4349.8126464,45.3124992,1,0.0,False,8,pos,5.070814569598699,0.0012987227329862641,OnTrack,-2577.0,-8239.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:19.983,0 days 00:21:28.547000,30,337.6880568177778,0 days 00:00:00.523000,4624.3126464,43.8124992,1,0.0,False,8,pos,6.504118195796113,0.0016658164172582849,OnTrack,-2565.0,-8247.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.048,0 days 00:21:28.612000,30,338.97,0 days 00:00:00.588000,4773.0,43.0,1,0.0,False,8,car,7.262222222222222,0.0018599798834183037,OnTrack,-2558.5064827548676,-8250.956088569834,-4.017178245942524e-64,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.203,0 days 00:21:28.767000,30,342.07000128000004,0 days 00:00:00.743000,4237.47477888,41.44999936,1,0.0,False,8,pos,9.027959500780007,0.0023122155376054726,OnTrack,-2543.0,-8259.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.248,0 days 00:21:28.812000,30,342.97,0 days 00:00:00.788000,4082.0,41.0,1,0.0,False,8,car,9.540000000000001,0.0024433579068282676,OnTrack,-2538.288207311011,-8260.991672775244,1.6547831929390694e-63,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.383,0 days 00:21:28.947000,30,345.44500117333337,0 days 00:00:00.923000,4186.6250496,41.0,1,0.0,False,8,pos,11.081943970344321,0.0028382762497870693,OnTrack,-2524.0,-8266.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.408,0 days 00:21:28.972000,30,345.90333333333336,0 days 00:00:00.948000,4206.0,41.0,1,0.0,False,8,car,11.362222222222222,0.002910060325556238,OnTrack,-2521.463582376806,-8266.755354999877,-4.545180682815245e-63,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.543,0 days 00:21:29.107000,30,348.3783345066667,0 days 00:00:01.083000,4210.6406272,40.1562496,1,0.0,False,8,pos,12.830099647230934,0.00328600895371659,OnTrack,-2508.0,-8270.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.728,0 days 00:21:29.292000,30,351.77000000000004,0 days 00:00:01.268000,4217.0,39.0,1,0.0,False,8,car,14.82888888888889,0.003797933219721647,OnTrack,-2487.7761788186244,-8272.736119907888,1.5559991176402002e-61,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.763,0 days 00:21:29.327000,30,352.37277888000006,0 days 00:00:01.303000,4289.734508,39.4375008,1,0.7656263999999999,False,8,pos,15.224036188411857,0.003899137232158888,OnTrack,-2484.0,-8273.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:20.943,0 days 00:21:29.507000,30,355.47277888,0 days 00:00:01.483000,4663.797008,41.6875008,1,4.7031263999999995,False,8,pos,17.344488490118454,0.004442221498136563,OnTrack,-2465.0,-8273.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.048,0 days 00:21:29.612000,30,357.2811111111111,0 days 00:00:01.588000,4882.0,43.0,1,7.0,False,8,car,18.651111111111113,0.004776870000468123,OnTrack,-2452.7927130245366,-8271.991312973867,5.865679349751705e-60,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.163,0 days 00:21:29.727000,30,359.2616677688889,0 days 00:00:01.703000,5070.5179620571425,45.053572571428575,1,7.410714514285714,False,8,pos,20.141697145933634,0.005158634693758627,OnTrack,-2439.0,-8270.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.323,0 days 00:21:29.887000,30,362.01722332444444,0 days 00:00:01.863000,5332.803676342857,47.91071542857143,1,7.982143085714286,False,8,pos,22.314784834644904,0.005715199786677268,OnTrack,-2419.0,-8265.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.328,0 days 00:21:29.892000,30,362.10333333333335,0 days 00:00:01.868000,5341.0,48.0,1,8.0,False,8,car,22.384444444444448,0.005733040809569332,OnTrack,-2418.2294301061193,-8264.754019823135,5.226249480046962e-60,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.568,0 days 00:21:30.132000,30,366.36999999999995,0 days 00:00:02.108000,5840.0,52.0,1,6.0,False,8,car,25.851111111111116,0.00662091370373474,OnTrack,-2370.550486089546,-8246.570674064566,3.3468446120887255e-58,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.623,0 days 00:21:30.187000,30,367.5158346666666,0 days 00:00:02.163000,5909.7813312,52.6875008,1,6.0,False,8,pos,26.67852580209375,0.006832828821914852,OnTrack,-2360.0,-8242.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:21.888,0 days 00:21:30.452000,30,373.03666666666663,0 days 00:00:02.428000,6246.0,56.0,1,6.0,False,8,car,30.82888888888889,0.007895808115869684,OnTrack,-2320.2447574442917,-8221.755230827574,-3.956523806708648e-57,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.023,0 days 00:21:30.587000,30,376.07416810666666,0 days 00:00:02.563000,6422.464369371429,57.928572342857144,1,7.446429257142857,False,8,pos,33.039058293525,0.008461870473337985,OnTrack,-2305.0,-8213.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.168,0 days 00:21:30.732000,30,379.33666666666664,0 days 00:00:02.708000,6612.0,60.0,1,9.0,False,8,car,35.49555555555556,0.009091021627246197,OnTrack,-2291.3773500945154,-8204.978848630031,1.2437022102814233e-56,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.383,0 days 00:21:30.947000,30,384.47277930666667,0 days 00:00:02.923000,6890.732225828571,63.07142948571428,1,9.0,False,8,pos,39.306472775147036,0.010067063002587579,OnTrack,-2270.0,-8192.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.448,0 days 00:21:31.012000,30,386.02555555555557,0 days 00:00:02.988000,6975.0,64.0,1,9.0,False,8,car,40.473333333333336,0.01036591603938114,OnTrack,-2261.2356696026463,-8186.648180268641,-2.5671301748831978e-56,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.608,0 days 00:21:31.172000,30,390.0255555555555,0 days 00:00:03.148000,7307.0,65.0,1,12.0,False,8,car,43.36222222222223,0.011105810117852315,OnTrack,-2235.590769666109,-8170.88599810761,-9.578988128142238e-56,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.703,0 days 00:21:31.267000,30,392.4797238755555,0 days 00:00:03.243000,7493.4376256,66.1875008,1,12.7916672,False,8,pos,45.12430710521768,0.01155711033078413,OnTrack,-2220.0,-8161.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.848,0 days 00:21:31.412000,30,396.22555555555556,0 days 00:00:03.388000,7778.0,68.0,1,14.0,False,8,car,47.89555555555556,0.012266874671760925,OnTrack,-2196.69518121972,-8145.7290510712455,2.029682943055134e-55,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:22.883,0 days 00:21:31.447000,30,397.09083468384904,0 days 00:00:03.423000,7802.163217629934,68.58577497284686,1,14.0,False,8,pos,48.5798819551164,0.012442142420106658,OnTrack,-2191.0,-8142.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.003,0 days 00:21:31.567000,30,400.05750055609474,0 days 00:00:03.543000,7885.008383729973,70.59414263587813,1,14.0,False,8,pos,50.97059903846226,0.013054446140083862,OnTrack,-2171.0,-8129.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.087,0 days 00:21:31.651000,30,402.1341666666667,0 days 00:00:03.627000,7943.0,72.0,1,14.0,False,8,car,52.67555555555556,0.013491114796985152,OnTrack,-2156.482207921062,-8119.474206109377,6.411376370306256e-54,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.364,0 days 00:21:31.928000,30,409.1361094933334,0 days 00:00:03.904000,8324.864197485715,74.96785645714286,1,13.010714514285715,False,8,pos,58.445426748564344,0.01496887794172505,OnTrack,-2104.0,-8083.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.367,0 days 00:21:31.931000,30,409.2119444444445,0 days 00:00:03.907000,8329.0,75.0,1,13.0,False,8,car,58.5088888888889,0.01498513168620579,OnTrack,-2103.371725379437,-8082.529863647659,-1.3363757012422464e-54,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.567,0 days 00:21:32.131000,30,414.3786111111111,0 days 00:00:04.107000,8441.0,77.0,1,12.0,False,8,car,62.786666666666676,0.01608074407163426,OnTrack,-2058.417606768352,-8047.257230923319,-1.6052101318364122e-52,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.727,0 days 00:21:32.291000,30,418.60083333333336,0 days 00:00:04.267000,8167.0,79.0,1,12.0,False,8,car,66.2977777777778,0.016979999951622304,OnTrack,-2025.8892453017706,-8020.43099430499,-4.250508977386272e-53,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:23.744,0 days 00:21:32.308000,30,419.08249818666667,0 days 00:00:04.284000,8123.791829333333,79.14166613333333,1,12.0,False,8,pos,66.6760235202385,0.017076875184910092,OnTrack,-2023.0,-8018.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.087,0 days 00:21:32.651000,30,428.80083333333334,0 days 00:00:04.627000,7252.0,82.0,2,12.0,False,8,car,74.49777777777778,0.01908016083589817,OnTrack,-1981.0703722433352,-7979.933799419547,9.329328898978528e-52,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.164,0 days 00:21:32.728000,30,431.23916464,0 days 00:00:04.704000,7328.999936,82.57749952,2,12.0,False,8,pos,76.28846079167315,0.019538785521498202,OnTrack,-1969.0,-7968.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.487,0 days 00:21:33.051000,30,441.4675,0 days 00:00:05.027000,7652.0,85.0,2,12.0,False,8,car,83.94222222222224,0.021499045323207778,OnTrack,-1901.251761724111,-7899.463826667414,-2.8145652630847296e-51,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.524,0 days 00:21:33.088000,30,442.72138672,0 days 00:00:05.064000,7614.42194,85.3468744,2,10.6125024,False,8,pos,84.83795678029455,0.021728458333153827,OnTrack,-1895.0,-7893.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.807,0 days 00:21:33.371000,30,452.3119444444444,0 days 00:00:05.347000,7327.0,88.0,2,0.0,True,8,car,91.76444444444446,0.023502450827991263,OnTrack,-1864.1859324965258,-7859.812487570892,2.190093929791062e-50,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.864,0 days 00:21:33.428000,30,454.3227763193368,0 days 00:00:05.404000,7345.409924535622,87.64596298969957,2,0.0,True,8,pos,93.14994141482074,0.023857300406340896,OnTrack,-1858.0,-7853.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:24.968,0 days 00:21:33.532000,30,457.99166666666656,0 days 00:00:05.508000,7379.0,87.0,2,0.0,True,8,car,95.65527777777778,0.024498960093101426,OnTrack,-1845.05022992591,-7838.784439826214,-7.495239676593368e-50,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:25.184,0 days 00:21:33.748000,30,466.27166666666665,0 days 00:00:05.724000,7550.9,84.3,2,0.0,True,8,pos,100.70849486865967,0.02579317580944587,OnTrack,-1807.0,-7798.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:25.208,0 days 00:21:33.772000,30,467.19166666666666,0 days 00:00:05.748000,7570.0,84.0,2,0.0,True,8,car,101.25527777777779,0.02593321630675324,OnTrack,-1801.2934180450354,-7792.032174953304,7.55769765140183e-50,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:25.384,0 days 00:21:33.948000,30,474.57388888888886,0 days 00:00:05.924000,8036.888888888889,81.55555555555556,2,0.0,True,8,pos,105.1693579803333,0.026935679494475877,OnTrack,-1757.0,-7746.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:25.568,0 days 00:21:34.132000,30,482.29166666666663,0 days 00:00:06.108000,8525.0,79.0,1,0.0,True,8,car,109.15527777777778,0.02795654203672633,OnTrack,-1734.8474407975723,-7721.881109856492,-5.700368321132485e-48,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:25.808,0 days 00:21:34.372000,30,492.89166666666665,0 days 00:00:06.348000,8240.0,77.0,1,0.0,True,8,car,114.28861111111112,0.029271276899240497,OnTrack,-1711.608906017813,-7704.591958026457,-3.972592117453823e-48,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:25.843,0 days 00:21:34.407000,30,494.52500298666666,0 days 00:00:06.383000,8198.999925028571,76.62499931428572,1,0.0,True,8,pos,115.02188336594725,0.02945908052206143,OnTrack,-1703.0,-7699.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.003,0 days 00:21:34.567000,30,501.9916696533333,0 days 00:00:06.543000,8011.5713536,74.9107136,1,0.0,True,8,pos,118.31739234989436,0.030303116993020626,OnTrack,-1654.0,-7668.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.088,0 days 00:21:34.652000,30,505.9583333333333,0 days 00:00:06.628000,7912.0,74.0,1,0.0,True,8,car,120.04416666666668,0.030745373563271526,OnTrack,-1638.498674442541,-7658.729449412055,-7.523040020498043e-47,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.288,0 days 00:21:34.852000,30,515.5138888888889,0 days 00:00:06.828000,7644.0,72.0,1,0.0,True,8,car,124.04416666666668,0.03176984228730854,OnTrack,-1623.8262959061574,-7653.551863737121,-5.80751384530036e-47,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.303,0 days 00:21:34.867000,30,516.2805588266667,0 days 00:00:06.843000,7628.21243264,71.84999936,1,0.0,True,8,pos,124.33783431268942,0.03184505561696151,OnTrack,-1622.0,-7653.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.543,0 days 00:21:35.107000,30,528.5472254933334,0 days 00:00:07.083000,7375.61243264,69.44999936,1,0.0,True,8,pos,128.90162504139076,0.03301392083311265,OnTrack,-1578.0,-7640.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.688,0 days 00:21:35.252000,30,535.9583333333334,0 days 00:00:07.228000,7223.0,68.0,1,0.0,False,8,car,131.59972222222223,0.03370494987715622,OnTrack,-1550.3798979830844,-7634.178190962446,-5.930914289827866e-45,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:26.883,0 days 00:21:35.447000,30,546.1958366933333,0 days 00:00:07.423000,7471.6250816,67.51249984,1,4.8750016,False,8,pos,135.2063028455526,0.034628657139486194,OnTrack,-1516.0,-7630.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.043,0 days 00:21:35.607000,30,554.5958366933332,0 days 00:00:07.583000,7675.6250816,67.11249984,1,8.8750016,False,8,pos,138.19088294948244,0.035393059382201,OnTrack,-1487.0,-7630.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.088,0 days 00:21:35.652000,30,556.9583333333333,0 days 00:00:07.628000,7733.0,67.0,1,10.0,False,8,car,139.04416666666668,0.03561160000244732,OnTrack,-1475.3323566583965,-7631.43906647195,-4.195471707159359e-44,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.263,0 days 00:21:35.827000,30,566.243058951111,0 days 00:00:07.803000,7631.124962742857,68.87500068571428,1,13.125001142857142,False,8,pos,142.42032952321375,0.0364762933158943,OnTrack,-1424.0,-7641.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.368,0 days 00:21:35.932000,30,571.8138888888889,0 days 00:00:07.908000,7570.0,70.0,1,15.0,False,8,car,144.48861111111114,0.03700601576571992,OnTrack,-1407.1163779933622,-7645.276105175877,8.062680135974476e-43,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.563,0 days 00:21:36.127000,30,582.1597256177778,0 days 00:00:08.103000,7892.3594808,71.82812559999999,1,16.8281256,False,8,pos,148.41193626288927,0.03801084674377603,OnTrack,-1389.0,-7653.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.688,0 days 00:21:36.252000,30,588.7916666666667,0 days 00:00:08.228000,8099.0,73.0,1,18.0,False,8,car,150.97750000000002,0.0386679316958244,OnTrack,-1366.2071626508098,-7661.866939271579,-5.50723097308504e-42,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.763,0 days 00:21:36.327000,30,592.770836728889,0 days 00:00:08.303000,8185.718824,73.9375008,1,18.4687504,False,8,pos,152.5343032451363,0.03906665575435476,OnTrack,-1351.0,-7668.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:27.848,0 days 00:21:36.412000,30,597.2805555555556,0 days 00:00:08.388000,8284.0,75.0,1,19.0,False,8,car,154.31083333333336,0.03952165563252191,OnTrack,-1334.2931395442642,-7675.227652914609,2.091477644891621e-41,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.008,0 days 00:21:36.572000,30,605.8583333333331,0 days 00:00:08.548000,8527.0,76.0,1,19.0,False,8,car,157.68861111111116,0.040386762555042054,OnTrack,-1304.067171019574,-7689.693805125955,6.80875819289012e-41,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.103,0 days 00:21:36.667000,30,610.729442765714,0 days 00:00:08.643000,8619.285776457144,77.01785782857142,1,19.678571885714284,False,8,pos,159.74220918896765,0.04091272430566868,OnTrack,-1286.0,-7699.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.283,0 days 00:21:36.847000,30,619.9589070514281,0 days 00:00:08.823000,8794.142919314285,78.94642925714285,1,20.964286171428572,False,8,pos,163.7215283801232,0.04193189631924345,OnTrack,-1251.0,-7718.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.288,0 days 00:21:36.852000,55,620.2152777777774,0 days 00:00:08.828000,8799.0,79.0,1,21.0,False,8,car,163.83305555555557,0.04196046034502112,OnTrack,-1250.009734055872,-7718.54004038748,2.8088732891244437e-41,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.448,0 days 00:21:37.012000,55,619.6374999999996,0 days 00:00:08.988000,9052.0,81.0,1,21.0,False,8,car,167.43305555555557,0.04288248219665443,OnTrack,-1217.9464946365563,-7736.062950203446,8.665130296130576e-40,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.483,0 days 00:21:37.047000,55,619.5499998399996,0 days 00:00:09.023000,9074.92504192,81.35000064,1,21.0,False,8,pos,168.23140539754678,0.0430869533076444,OnTrack,-1211.0,-7740.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.648,0 days 00:21:37.212000,55,619.1374999999995,0 days 00:00:09.188000,9183.0,83.0,1,21.0,False,8,car,172.0441666666667,0.044063466975752655,OnTrack,-1178.8749925291793,-7759.138259461321,-8.786212997501672e-39,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.723,0 days 00:21:37.287000,55,619.2000000533328,0 days 00:00:09.263000,9165.708318577777,83.41666702222223,1,21.0,False,8,pos,173.79512888244278,0.04451191848251093,OnTrack,-1164.0,-7768.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:28.923,0 days 00:21:37.487000,55,619.3666667199997,0 days 00:00:09.463000,9119.597207466666,84.52777813333333,1,21.0,False,8,pos,178.5148196331404,0.045720712372815046,OnTrack,-1123.0,-7792.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.008,0 days 00:21:37.572000,55,619.4374999999997,0 days 00:00:09.548000,9100.0,85.0,1,21.0,False,8,car,180.54416666666668,0.046240463014331296,OnTrack,-1106.015710482874,-7802.608436184476,-1.1027512790425162e-37,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.043,0 days 00:21:37.607000,55,619.5347223999996,0 days 00:00:09.583000,9138.750070857142,85.25000045714286,1,21.0,False,8,pos,181.3839185881871,0.0464555379092182,OnTrack,-1099.0,-7807.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.243,0 days 00:21:37.807000,55,620.090277955555,0 days 00:00:09.783000,9360.178642285715,86.67857188571429,1,21.0,False,8,pos,186.22007846566666,0.04769416154394833,OnTrack,-1058.0,-7832.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.288,0 days 00:21:37.852000,55,620.2152777777773,0 days 00:00:09.828000,9410.0,87.0,1,21.0,False,8,car,187.31083333333333,0.04797352260582723,OnTrack,-1048.7442842722373,-7837.618083485135,-2.41524238443675e-36,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.403,0 days 00:21:37.967000,55,620.6625002488884,0 days 00:00:09.943000,9410.0,87.0,1,9.4999936,False,8,pos,190.09635909553504,0.04868694361167099,OnTrack,-1025.0,-7852.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.448,0 days 00:21:38.012000,55,620.8374999999995,0 days 00:00:09.988000,9410.0,87.0,1,5.0,True,8,car,191.1775,0.04896384237239634,OnTrack,-1015.5769355404111,-7857.655204761979,1.34908701720177e-35,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.743,0 days 00:21:38.307000,55,623.4597227911106,0 days 00:00:10.283000,9155.5624448,84.23437440000001,1,0.39062399999999986,True,8,pos,198.07483940074587,0.05073036949617942,OnTrack,-955.0,-7894.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.768,0 days 00:21:38.332000,55,623.681944444444,0 days 00:00:10.308000,9134.0,84.0,1,0.0,True,8,car,198.64416666666668,0.05087618399059876,OnTrack,-950.4436251369348,-7896.849584607964,-5.332103089033575e-35,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.927,0 days 00:21:38.491000,55,625.4044444444439,0 days 00:00:10.467000,8974.0,81.0,1,0.0,False,8,car,202.2216666666667,0.051792443205659365,OnTrack,-921.6156047822767,-7915.417029893701,-2.665491242060018e-34,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:29.964,0 days 00:21:38.528000,55,625.887499164444,0 days 00:00:10.504000,8940.33005824,81.0,1,0.9249984,False,8,pos,203.05151296049945,0.05200498109910679,OnTrack,-913.0,-7921.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.127,0 days 00:21:38.691000,55,628.0155555555551,0 days 00:00:10.667000,8792.0,81.0,1,5.0,False,8,car,206.72166666666666,0.052944970520200994,OnTrack,-867.1619772675798,-7950.423584453924,7.3161219057850524e-34,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.144,0 days 00:21:38.708000,55,628.2752767999996,0 days 00:00:10.684000,8806.4499456,81.1062496,1,5.6906224,False,8,pos,207.1080975196401,0.05304394210091955,OnTrack,-863.0,-7953.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.447,0 days 00:21:39.011000,55,632.904444444444,0 days 00:00:10.987000,9064.0,83.0,1,18.0,False,8,car,214.09944444444446,0.05483454616675815,OnTrack,-816.0122214404861,-7977.56320757836,-6.230390470273632e-33,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.464,0 days 00:21:39.028000,55,633.2538875733329,0 days 00:00:11.004000,9069.046856,83.0,1,17.0437536,False,8,pos,214.49419049117654,0.054935647411461716,OnTrack,-813.0,-7979.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.744,0 days 00:21:39.308000,55,639.0094431288882,0 days 00:00:11.284000,9152.171856,83.0,1,1.2937536000000023,False,8,pos,220.95979812857277,0.05659160061306352,OnTrack,-752.0,-8008.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.767,0 days 00:21:39.331000,55,639.4822222222215,0 days 00:00:11.307000,9159.0,83.0,1,0.0,True,8,car,221.47722222222225,0.0567241218133153,OnTrack,-747.7374273172634,-8009.838758100854,-5.6164470249426e-32,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:30.964,0 days 00:21:39.528000,55,644.6808316444439,0 days 00:00:11.504000,8780.76012288,80.5375008,1,0.0,True,8,pos,225.7940301248703,0.05782973048429997,OnTrack,-717.0,-8021.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:31.084,0 days 00:21:39.648000,55,647.8474983111106,0 days 00:00:11.624000,8550.36012288,79.0375008,1,0.0,True,8,pos,228.36266604667884,0.05848760227563269,OnTrack,-696.0,-8027.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:31.167,0 days 00:21:39.731000,55,650.0377777777774,0 days 00:00:11.707000,8391.0,78.0,1,0.0,True,8,car,230.14388888888894,0.05894380404872883,OnTrack,-677.0166868983537,-8032.7326079926615,-8.418851761699712e-30,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:31.367,0 days 00:21:39.931000,55,655.8155555555549,0 days 00:00:11.907000,8205.0,77.0,1,0.0,True,8,car,234.4216666666667,0.06003941643415729,OnTrack,-622.2811308477962,-8049.739697787661,-8.028297100499487e-30,VER,1.0,Red Bull Racing,São Paulo,Q
2025-11-08 18:07:31.384,0 days 00:21:39.948000,55,656.3774979964821,0 days 00:00:11.924000,8184.92842047171,76.78816274904179,1,0.0,True,8,pos,234.77783066363406,0.060130636153037556,OnTrack,-618.0,-8051.0,0.0,VER,1.0,Red Bull Racing,São Paulo,Q
